name,longitude,latitude,label,source
simi valley,-118.781,34.2694,364,http://rdf.freebase.com/
Verona,10.9833,45.4333,365,http://dbpedia.org/
verona,10.9833,45.4333,365,http://rdf.freebase.com/
Verona (Italy),10.9978,45.4342,365,http://data.nytimes.com/
Verona,10.9978,45.4342,365,http://sws.geonames.org/
Caracas,-66.9167,10.5,366,http://dbpedia.org/
Caracas,-66.9167,10.5,366,http://sws.geonames.org/
Caracas (Venezuela),-66.9167,10.5,366,http://data.nytimes.com/
caracas,-66.8992,10.5,366,http://rdf.freebase.com/
malmo,13.0333,55.5833,367,http://rdf.freebase.com/
Malmo (Sweden),13.0007,55.6059,367,http://data.nytimes.com/
Malmö,13.0007,55.6059,367,http://sws.geonames.org/
Malmo,,,367,http://dbpedia.org/
carnac,-3.07083,47.5728,368,http://rdf.freebase.com/
Carnac (France),-3.08333,47.5833,368,http://data.nytimes.com/
Carnac,-3.0794,47.5847,368,http://dbpedia.org/
Carnac,-3.08333,47.5833,368,http://sws.geonames.org/
Ogunquit,-70.5992,43.249,369,http://sws.geonames.org/
"Ogunquit, Maine",,,369,http://dbpedia.org/
ogunquit,-70.5997,43.2489,369,http://rdf.freebase.com/
Ogunquit (Me),-70.5992,43.249,369,http://data.nytimes.com/
kyoto,135.75,35.0,370,http://rdf.freebase.com/
Kyoto,135.754,35.0211,370,http://sws.geonames.org/
Kyoto,135.768,35.0116,370,http://dbpedia.org/
Kyoto (Japan),135.754,35.0211,370,http://data.nytimes.com/
Honfleur,0.2325,49.4194,371,http://dbpedia.org/
honfleur,0.2325,49.4194,371,http://rdf.freebase.com/
Honfleur,0.232944,49.4199,371,http://sws.geonames.org/
Honfleur (France),0.232944,49.4199,371,http://data.nytimes.com/
baden-baden,8.2411,48.7629,372,http://rdf.freebase.com/
Baden-Baden (Germany),8.25,48.75,372,http://data.nytimes.com/
Baden-Baden,8.24083,48.7628,372,http://dbpedia.org/
Baden-Baden,8.25,48.75,372,http://sws.geonames.org/
Weimar (Germany),11.3167,50.9833,373,http://data.nytimes.com/
Weimar,11.3167,50.9833,373,http://sws.geonames.org/
oranienburg,13.2369,52.7544,374,http://rdf.freebase.com/
Oranienburg,13.2369,52.7544,374,http://dbpedia.org/
Oranienburg,13.2333,52.75,374,http://sws.geonames.org/
Oranienburg (Germany),13.2333,52.75,374,http://data.nytimes.com/
Kunming (China),102.718,25.0389,375,http://data.nytimes.com/
Kunming,102.718,25.0389,375,http://sws.geonames.org/
Kunming,102.705,25.0417,375,http://dbpedia.org/
kunming,102.705,25.0417,375,http://rdf.freebase.com/
Salt Lake City,-111.891,40.7608,376,http://sws.geonames.org/
Salt Lake City,-111.883,40.75,376,http://dbpedia.org/
salt lake city,-111.883333,40.75,376,http://rdf.freebase.com/
Salt Lake City (Utah),-111.891,40.7608,376,http://data.nytimes.com/
Bam,58.3619,29.1078,377,http://sws.geonames.org/
"Bam, Iran",,,377,http://dbpedia.org/
bam,58.3583,29.1083,377,http://rdf.freebase.com/
Bam (Iran),58.3619,29.1078,377,http://data.nytimes.com/
laquila,13.4,42.35,378,http://rdf.freebase.com/
L'Aquila (Italy),13.3995,42.3506,378,http://data.nytimes.com/
L’Aquila,13.3995,42.3506,378,http://sws.geonames.org/
L'Aquila,13.4,42.35,378,http://dbpedia.org/
Tel Aviv,34.7833,32.0833,379,http://dbpedia.org/
Tel Aviv (Israel),34.7647,32.0678,379,http://data.nytimes.com/
tel aviv,34.8,32.0833,379,http://rdf.freebase.com/
Tel Aviv,34.7647,32.0678,379,http://sws.geonames.org/
monterey california,-121.894,36.6003,380,http://rdf.freebase.com/
"Monterey, California",,,380,http://dbpedia.org/
Monterey (Calif),-121.895,36.6002,380,http://data.nytimes.com/
Monterey,-121.895,36.6002,380,http://sws.geonames.org/
cabo san lucas,-109.9,22.88,381,http://rdf.freebase.com/
Cabo San Lucas,-109.916,22.8897,381,http://dbpedia.org/
sofia,23.36,42.66,382,http://rdf.freebase.com/
Sofia (Bulgaria),23.3241,42.6975,382,http://data.nytimes.com/
Sofia,23.3241,42.6975,382,http://sws.geonames.org/
Sofia,23.3333,42.7,382,http://dbpedia.org/
Tikal (Guatemala),-89.6133,17.225,383,http://data.nytimes.com/
Tikal,-89.6133,17.225,383,http://sws.geonames.org/
Tikal,-89.6236,17.2221,383,http://dbpedia.org/
greenburgh,-73.833056,41.031944,384,http://rdf.freebase.com/
"Greenburgh, New York",,,384,http://dbpedia.org/
san francisco,-122.418,37.775,385,http://rdf.freebase.com/
San Francisco,-122.419,37.7749,385,http://sws.geonames.org/
San Francisco (Calif),-122.419,37.7749,385,http://data.nytimes.com/
San Francisco,-122.419,37.7793,385,http://dbpedia.org/
Kiawah Island (SC),-80.0848,32.6082,386,http://data.nytimes.com/
Kiawah Island,-80.0848,32.6082,386,http://sws.geonames.org/
kiawah island,-80.0978,32.6094,386,http://rdf.freebase.com/
"Kiawah Island, South Carolina",,,386,http://dbpedia.org/
"Red Hook, Brooklyn",,,388,http://dbpedia.org/
red hook brooklyn,-74.0114,40.6765,388,http://rdf.freebase.com/
Red Hook Houses,-74.0047,40.6753,388,http://sws.geonames.org/
Red Hook (NYC),-74.0047,40.6753,388,http://data.nytimes.com/
toulouse,1.4428,43.6053,389,http://rdf.freebase.com/
Toulouse,1.44403,43.6045,389,http://dbpedia.org/
Toulouse (France),1.44367,43.6043,389,http://data.nytimes.com/
Toulouse,1.44367,43.6043,389,http://sws.geonames.org/
bursa,29.0667,40.1861,390,http://rdf.freebase.com/
Bursa,29.0611,40.1917,390,http://sws.geonames.org/
Bursa,29.0667,40.1833,390,http://dbpedia.org/
Bursa (Turkey),29.0611,40.1917,390,http://data.nytimes.com/
fukuoka,130.403,33.5858,391,http://rdf.freebase.com/
Fukuoka,130.4,33.5833,391,http://dbpedia.org/
Fukuoka (Japan),130.4,33.5833,391,http://data.nytimes.com/
Fukuoka,130.4,33.5833,391,http://sws.geonames.org/
Roosevelt Island (NYC),-73.9482,40.764,392,http://data.nytimes.com/
Roosevelt Island,-73.9482,40.764,392,http://sws.geonames.org/
Doha,51.5333,25.2867,393,http://dbpedia.org/
Doha,51.5224,25.2793,393,http://sws.geonames.org/
Doha (Qatar),51.5333,25.2867,393,http://data.nytimes.com/
doha,51.5333,25.3,393,http://rdf.freebase.com/
Nantes,-1.55336,47.2173,394,http://sws.geonames.org/
Nantes,-1.55278,47.2181,394,http://dbpedia.org/
nantes,-1.55278,47.2181,394,http://rdf.freebase.com/
Nantes (France),-1.55336,47.2173,394,http://data.nytimes.com/
Ashgabat,58.3667,37.9333,395,http://dbpedia.org/
Ashgabat,58.3833,37.95,395,http://sws.geonames.org/
asgabat,58.3333,37.9667,395,http://rdf.freebase.com/
Ashgabat (Turkmenistan),58.3833,37.95,395,http://data.nytimes.com/
Madison (Conn),-72.5984,41.2795,396,http://data.nytimes.com/
Madison,-72.5984,41.2795,396,http://sws.geonames.org/
"Madison, Connecticut",,,396,http://dbpedia.org/
sucre,-65.2553,-19.0428,397,http://rdf.freebase.com/
Sucre,-65.2627,-19.0333,397,http://sws.geonames.org/
Sucre (Bolivia),-65.2592,-19.0431,397,http://data.nytimes.com/
Sucre,-65.2626,-19.0339,397,http://dbpedia.org/
Madison,-89.4012,43.0731,398,http://sws.geonames.org/
"Madison, Wisconsin",,,398,http://dbpedia.org/
madison,-89.4011,43.0731,398,http://rdf.freebase.com/
Madison (Wis),-89.4012,43.0731,398,http://data.nytimes.com/
minneapolis,-93.2636,44.98,399,http://rdf.freebase.com/
Minneapolis (Minn),-93.2638,44.98,399,http://data.nytimes.com/
Minneapolis,-93.2667,44.9833,399,http://dbpedia.org/
Minneapolis,-93.2638,44.98,399,http://sws.geonames.org/
Madrid,-3.70256,40.4165,400,http://sws.geonames.org/
Madrid,-3.68333,40.4,400,http://dbpedia.org/
madrid,-3.6833,40.4,400,http://rdf.freebase.com/
Madrid (Spain),-3.70256,40.4165,400,http://data.nytimes.com/
richmond virginia,-77.432889,37.540972,401,http://rdf.freebase.com/
"Richmond, Virginia",,,401,http://dbpedia.org/
Richmond (Va),-77.4603,37.5538,401,http://data.nytimes.com/
Richmond,-77.4603,37.5538,401,http://sws.geonames.org/
Santiago,-70.5666,-33.4263,402,http://sws.geonames.org/
Santiago (Chile),-70.5666,-33.4263,402,http://data.nytimes.com/
santiago chile,-70.6667,-33.45,402,http://rdf.freebase.com/
"Santiago, Chile",,,402,http://dbpedia.org/
isla mujeres,-86.7167,21.2167,403,http://rdf.freebase.com/
Isla Mujeres (Mexico),-86.7311,21.2311,403,http://data.nytimes.com/
Isla Mujeres,-86.7311,21.2311,403,http://sws.geonames.org/
Shenzhen,114.068,22.5455,404,http://sws.geonames.org/
Shenzhen,114.1,22.55,404,http://dbpedia.org/
shenzhen,114.1,22.55,404,http://rdf.freebase.com/
Shenzhen (China),114.068,22.5455,404,http://data.nytimes.com/
Puntarenas,-84.8384,9.97625,405,http://sws.geonames.org/
Puntarenas,-84.8333,9.96667,405,http://dbpedia.org/
Puntarenas (Costa Rica),-84.8384,9.97625,405,http://data.nytimes.com/
puntarenas,-84.8333,9.9667,405,http://rdf.freebase.com/
Nasiriya (Iraq),46.2594,31.0542,406,http://data.nytimes.com/
Nasiriyah,46.2667,31.05,406,http://dbpedia.org/
nasiriyah,46.2667,31.05,406,http://rdf.freebase.com/
Nasiriyah,46.2594,31.0542,406,http://sws.geonames.org/
Davos (Switzerland),9.83723,46.8043,407,http://data.nytimes.com/
Davos,9.83333,46.8,407,http://dbpedia.org/
Davos,9.83723,46.8043,407,http://sws.geonames.org/
davos,9.83671,46.8045,407,http://rdf.freebase.com/
San Sebastian,,,408,http://dbpedia.org/
donostia,-1.98,43.32,408,http://rdf.freebase.com/
San Sebastian (Spain),-1.97499,43.3128,408,http://data.nytimes.com/
San Sebastian,-1.97499,43.3128,408,http://sws.geonames.org/
"Scarsdale, New York",,,409,http://dbpedia.org/
Scarsdale,-73.7846,41.0051,409,http://sws.geonames.org/
Scarsdale (NY),-73.7846,41.0051,409,http://data.nytimes.com/
scarsdale,-73.785,41.005,409,http://rdf.freebase.com/
Long Branch (NJ),-73.9924,40.3043,410,http://data.nytimes.com/
Long Branch,-73.9924,40.3043,410,http://sws.geonames.org/
"Long Branch, New Jersey",,,410,http://dbpedia.org/
long branch,-73.9928,40.3042,410,http://rdf.freebase.com/
alkmaar,4.74639,52.6344,411,http://rdf.freebase.com/
Alkmaar (Netherlands),4.74861,52.6317,411,http://data.nytimes.com/
Alkmaar,4.75,52.6333,411,http://dbpedia.org/
Alkmaar,4.74861,52.6317,411,http://sws.geonames.org/
Islip,-73.2104,40.7298,413,http://sws.geonames.org/
Islip (NY),-73.2104,40.7298,413,http://data.nytimes.com/
"Islip (town), New York",,,413,http://dbpedia.org/
islip,-73.198889,40.756667,413,http://rdf.freebase.com/
Santa Fe,-105.938,35.687,414,http://sws.geonames.org/
Santa Fe (NM),-105.938,35.687,414,http://data.nytimes.com/
"Santa Fe, New Mexico",,,414,http://dbpedia.org/
santa fe,-105.937,35.6869,414,http://rdf.freebase.com/
matsumoto,137.976,36.0689,415,http://rdf.freebase.com/
Matsumoto (Japan),137.967,36.2333,415,http://data.nytimes.com/
"Matsumoto, Nagano",,,415,http://dbpedia.org/
Matsumoto,137.967,36.2333,415,http://sws.geonames.org/
silverton colorado,-107.664,37.8119,416,http://rdf.freebase.com/
"Silverton, Colorado",-107.663,37.8125,416,http://dbpedia.org/
Silverton (Colo),-107.665,37.8119,416,http://data.nytimes.com/
Silverton,-107.665,37.8119,416,http://sws.geonames.org/
"Natal, Rio Grande do Norte",,,417,http://dbpedia.org/
natal,-35.2,-5.7667,417,http://rdf.freebase.com/
Natal,-35.2094,-5.795,417,http://sws.geonames.org/
Natal (Brazil),-35.2094,-5.795,417,http://data.nytimes.com/
xian,108.942,34.2683,418,http://rdf.freebase.com/
Xi'an,108.9,34.2667,418,http://dbpedia.org/
Xian (China),108.929,34.2583,418,http://data.nytimes.com/
Xi'an,108.929,34.2583,418,http://sws.geonames.org/
hermanus,19.2438,-34.4204,419,http://rdf.freebase.com/
Hermanus,19.2333,-34.4167,419,http://sws.geonames.org/
Hermanus,19.25,-34.4167,419,http://dbpedia.org/
Hermanus (South Africa),19.2333,-34.4167,419,http://data.nytimes.com/
Bamberg,10.8917,49.8917,420,http://dbpedia.org/
bamberg,10.8854,49.8955,420,http://rdf.freebase.com/
Bamberg,10.8667,49.8667,420,http://sws.geonames.org/
Bamberg (Germany),10.8667,49.8667,420,http://data.nytimes.com/
cochabamba,-66.1667,-17.3836,421,http://rdf.freebase.com/
Cochabamba (Bolivia),-66.15,-17.3833,421,http://data.nytimes.com/
Cochabamba,-66.1667,-17.3833,421,http://dbpedia.org/
Cochabamba,-66.15,-17.3833,421,http://sws.geonames.org/
Panama City,-79.5167,8.98333,422,http://dbpedia.org/
Panama City (Panama),-79.5333,8.96667,422,http://data.nytimes.com/
panama city,-79.5,9.0,422,http://rdf.freebase.com/
Panama City,-79.5197,8.9936,422,http://sws.geonames.org/
luxembourg luxembourg,6.13,49.6117,423,http://rdf.freebase.com/
Luxembourg,6.13,49.6117,423,http://sws.geonames.org/
Luxembourg City (Luxembourg),6.13,49.6117,423,http://data.nytimes.com/
Luxembourg (city),6.13,49.6117,423,http://dbpedia.org/
Qum (Iran),50.8808,34.6453,424,http://data.nytimes.com/
Qom,50.8808,34.6453,424,http://sws.geonames.org/
Qom,50.8833,34.65,424,http://dbpedia.org/
qom,50.8789,34.6461,424,http://rdf.freebase.com/
Nafplio (Greece),22.8075,37.5636,425,http://data.nytimes.com/
Nafplion,22.8075,37.5636,425,http://sws.geonames.org/
Nafplion,,,425,http://dbpedia.org/
nafplion,22.8093,37.5713,425,http://rdf.freebase.com/
Jackson Heights (NYC),-73.8854,40.7557,426,http://data.nytimes.com/
jackson heights queens,-73.8791,40.7521,426,http://rdf.freebase.com/
Jackson Heights,-73.8854,40.7557,426,http://sws.geonames.org/
"Jackson Heights, Queens",,,426,http://dbpedia.org/
salvador bahia,-38.5167,-12.9833,427,http://rdf.freebase.com/
Salvador,-38.5108,-12.9711,427,http://sws.geonames.org/
"Salvador, Bahia",,,427,http://dbpedia.org/
Salvador (Brazil),-38.5108,-12.9711,427,http://data.nytimes.com/
Bilbao,-2.92528,43.2627,428,http://sws.geonames.org/
Bilbao (Spain),-2.92528,43.2627,428,http://data.nytimes.com/
bilbao,-2.9667,43.25,428,http://rdf.freebase.com/
Bilbao,-2.92361,43.2569,428,http://dbpedia.org/
Kandahar,65.7169,31.6169,429,http://dbpedia.org/
kandahar,65.7053,31.6078,429,http://rdf.freebase.com/
Kandahar (Afghanistan),65.7,31.61,429,http://data.nytimes.com/
Kandahar,65.7,31.61,429,http://sws.geonames.org/
Tokyo,139.715,35.7006,430,http://dbpedia.org/
tokyo,139.767,35.6833,430,http://rdf.freebase.com/
Tokyo (Japan),139.692,35.6895,430,http://data.nytimes.com/
Tokyo,139.581,35.6149,430,http://sws.geonames.org/
Princeton,-74.659,40.3487,431,http://sws.geonames.org/
princeton,-74.659,40.3487,431,http://rdf.freebase.com/
Princeton (NJ),-74.659,40.3487,431,http://data.nytimes.com/
"Princeton, New Jersey",,,431,http://dbpedia.org/
Rawalpindi (Pakistan),73.0667,33.6,432,http://data.nytimes.com/
rawalpindi,73.05,33.6,432,http://rdf.freebase.com/
Rawalpindi,73.0667,33.6,432,http://sws.geonames.org/
Rawalpindi,73.0333,33.6,432,http://dbpedia.org/
Darwin (Australia),130.842,-12.4611,433,http://data.nytimes.com/
"Darwin, Northern Territory",,,433,http://dbpedia.org/
darwin,130.833,-12.4667,433,http://rdf.freebase.com/
Darwin,130.842,-12.4611,433,http://sws.geonames.org/
blackpool,-3.03333,53.8333,434,http://rdf.freebase.com/
Blackpool,-3.05028,53.8142,434,http://dbpedia.org/
Blackpool (England),-3.05,53.8167,434,http://data.nytimes.com/
Blackpool,-3.05,53.8167,434,http://sws.geonames.org/
seneca falls new york,-76.7978,42.9086,435,http://rdf.freebase.com/
Seneca Falls (NY),-76.7966,42.9106,435,http://data.nytimes.com/
"Seneca Falls (village), New York",,,435,http://dbpedia.org/
Seneca Falls,-76.7966,42.9106,435,http://sws.geonames.org/
Delft (Netherlands),4.35556,52.0067,436,http://data.nytimes.com/
delft,4.35861,52.0114,436,http://rdf.freebase.com/
Delft,4.35556,52.0067,436,http://sws.geonames.org/
Delft,4.35667,52.015,436,http://dbpedia.org/
Dubrovnik,18.0922,42.6481,437,http://sws.geonames.org/
Dubrovnik,18.1083,42.6403,437,http://dbpedia.org/
Dubrovnik (Croatia),18.0922,42.6481,437,http://data.nytimes.com/
dubrovnik,18.1083,42.6403,437,http://rdf.freebase.com/
bonn,7.1,50.73,438,http://rdf.freebase.com/
Bonn (Germany),7.1,50.7333,438,http://data.nytimes.com/
Bonn,7.1,50.7333,438,http://sws.geonames.org/
Bonn,7.09981,50.734,438,http://dbpedia.org/
yokohama,139.65,35.45,439,http://rdf.freebase.com/
Yokohama (Japan),139.65,35.45,439,http://data.nytimes.com/
Yokohama,139.65,35.45,439,http://sws.geonames.org/
Yokohama,139.633,35.45,439,http://dbpedia.org/
Hanover (Germany),9.73322,52.3705,440,http://data.nytimes.com/
Hanover,9.73322,52.3705,440,http://sws.geonames.org/
Hanover,9.71667,52.3667,440,http://dbpedia.org/
hanover,9.73526,52.3699,440,http://rdf.freebase.com/
Millerton (NY),-73.5107,41.9537,442,http://data.nytimes.com/
millerton,-73.5111,41.9536,442,http://rdf.freebase.com/
Millerton,-73.5107,41.9537,442,http://sws.geonames.org/
"Millerton, New York",,,442,http://dbpedia.org/
Crans Montana,7.47914,46.3132,443,http://sws.geonames.org/
crans-montana,7.4828,46.311944,443,http://rdf.freebase.com/
Crans-sur-Sierre (Switzerland),7.47914,46.3132,443,http://data.nytimes.com/
Crans-Montana,7.48278,46.3119,443,http://dbpedia.org/
Autun,4.3,46.95,444,http://sws.geonames.org/
Autun,4.29944,46.9517,444,http://dbpedia.org/
autun,4.29874,46.9503,444,http://rdf.freebase.com/
Autun (France),4.3,46.95,444,http://data.nytimes.com/
Hamburg,10.0014,53.5653,445,http://dbpedia.org/
hamburg,10.0386,53.5686,445,http://rdf.freebase.com/
Hamburg,10.0,53.55,445,http://sws.geonames.org/
Hamburg (Germany),10.0,53.55,445,http://data.nytimes.com/
Biarritz,-1.55611,43.4817,446,http://dbpedia.org/
Biarritz,-1.56667,43.4833,446,http://sws.geonames.org/
Biarritz (France),-1.56667,43.4833,446,http://data.nytimes.com/
biarritz,-1.555,43.4797,446,http://rdf.freebase.com/
Athens (Greece),23.7333,37.9833,447,http://data.nytimes.com/
Athens,,,447,http://dbpedia.org/
athens,23.7278,37.9778,447,http://rdf.freebase.com/
Athens,23.7162,37.9795,447,http://sws.geonames.org/
Klosters,9.88333,46.8833,448,http://dbpedia.org/
klosters,9.883333,46.883333,448,http://rdf.freebase.com/
Long Island City (NYC),-73.9487,40.7448,449,http://data.nytimes.com/
long island city queens,-73.9487,40.7448,449,http://rdf.freebase.com/
"Long Island City, Queens",,,449,http://dbpedia.org/
Long Island City,-73.9487,40.7448,449,http://sws.geonames.org/
Mazatlan (Mexico),-106.417,23.2167,450,http://data.nytimes.com/
mazatlan,-106.417,23.2167,450,http://rdf.freebase.com/
Mazatlan,,,450,http://dbpedia.org/
Mazatlán,-106.417,23.2167,450,http://sws.geonames.org/
Mendocino (Calif),-123.799,39.3077,451,http://data.nytimes.com/
mendocino,-123.798,39.3078,451,http://rdf.freebase.com/
"Mendocino, California",,,451,http://dbpedia.org/
Mendocino,-123.799,39.3077,451,http://sws.geonames.org/
Amsterdam (Netherlands),4.8999,52.3731,452,http://data.nytimes.com/
Amsterdam,4.88969,52.374,452,http://sws.geonames.org/
amsterdam,4.89,52.37,452,http://rdf.freebase.com/
Amsterdam,4.89222,52.3731,452,http://dbpedia.org/
"Gaiman, Chubut",,,453,http://dbpedia.org/
Gaiman (Argentina),-65.4833,-43.2833,453,http://data.nytimes.com/
Gaimán,-65.4833,-43.2833,453,http://sws.geonames.org/
gaiman,-65.4971,-43.29,453,http://rdf.freebase.com/
Hell's Kitchen (NYC),-73.9954,40.7573,454,http://data.nytimes.com/
hells kitchen manhattan,-73.9945,40.7632,454,http://rdf.freebase.com/
Hell's Kitchen,-73.9954,40.7573,454,http://sws.geonames.org/
beirut,35.5,33.8833,455,http://rdf.freebase.com/
Beirut,35.5131,33.8869,455,http://dbpedia.org/
Beirut (Lebanon),35.5097,33.8719,455,http://data.nytimes.com/
Beirut,35.4944,33.8889,455,http://sws.geonames.org/
Salzburg,13.044,47.7994,456,http://sws.geonames.org/
Salzburg (Austria),13.044,47.7994,456,http://data.nytimes.com/
salzburg,13.0333,47.8,456,http://rdf.freebase.com/
Salzburg,13.0333,47.8,456,http://dbpedia.org/
"Rockaway Beach, Queens",,,457,http://dbpedia.org/
rockaway beach queens,-73.8115,40.5867,457,http://rdf.freebase.com/
Yangon (Myanmar),96.1561,16.8053,459,http://data.nytimes.com/
yangon,96.15,16.7833,459,http://rdf.freebase.com/
Yangon,96.1561,16.8053,459,http://sws.geonames.org/
Yangon,96.15,16.8,459,http://dbpedia.org/
"Charlotte Amalie, United States Virgin Islands",,,460,http://dbpedia.org/
charlotte amalie,-64.95,18.35,460,http://rdf.freebase.com/
Charlotte Amalie,-64.9307,18.3419,460,http://sws.geonames.org/
Charlotte Amalie (Virgin Islands),-64.9307,18.3419,460,http://data.nytimes.com/
Al Anbar Governorate,41.6,32.9,462,http://dbpedia.org/
al anbar governorate,41.75,33.0,462,http://rdf.freebase.com/
"Newport, Rhode Island",,,463,http://dbpedia.org/
newport rhode island,-71.3133,41.49,463,http://rdf.freebase.com/
Newport (RI),-71.3128,41.4901,463,http://data.nytimes.com/
Newport,-71.3128,41.4901,463,http://sws.geonames.org/
Cortina d'Ampezzo,12.1333,46.5333,464,http://dbpedia.org/
Cortina d'Ampezzo (Italy),12.1489,46.5361,464,http://data.nytimes.com/
Cortina d'Ampezzo,12.139,46.5369,464,http://sws.geonames.org/
cortina dampezzo,12.1333,46.5333,464,http://rdf.freebase.com/
Hoffenheim,8.84444,49.2722,465,http://dbpedia.org/
Hoffenheim (Germany),8.85,49.2667,465,http://data.nytimes.com/
Hoffenheim,8.85,49.2667,465,http://sws.geonames.org/
hoffenheim,8.84444,49.2722,465,http://rdf.freebase.com/
Buenos Aires (Argentina),-58.4088,-34.5761,466,http://data.nytimes.com/
Buenos Aires,-58.3772,-34.6131,466,http://sws.geonames.org/
buenos aires,-58.3817,-34.6036,466,http://rdf.freebase.com/
Buenos Aires,-58.3817,-34.6033,466,http://dbpedia.org/
birmingham,-1.91,52.48,468,http://rdf.freebase.com/
Birmingham (England),-1.91667,52.4667,468,http://data.nytimes.com/
Birmingham,-1.89361,52.4796,468,http://dbpedia.org/
Birmingham,-1.91667,52.4667,468,http://sws.geonames.org/
Sharjah (emirate),55.3833,25.4333,469,http://dbpedia.org/
Sharjah (United Arab Emirates),55.3911,25.3622,469,http://data.nytimes.com/
Sharjah,55.3911,25.3622,469,http://sws.geonames.org/
sharjah,55.75,25.0,469,http://rdf.freebase.com/
Pittsfield (Mass),-73.2454,42.4501,470,http://data.nytimes.com/
Pittsfield,-73.2454,42.4501,470,http://sws.geonames.org/
"Pittsfield, Massachusetts",,,470,http://dbpedia.org/
pittsfield,-73.2458,42.45,470,http://rdf.freebase.com/
Stockholm,18.0667,59.35,471,http://dbpedia.org/
stockholm,18.07,59.33,471,http://rdf.freebase.com/
Stockholm (Sweden),18.0649,59.3326,471,http://data.nytimes.com/
Stockholm,18.0649,59.3326,471,http://sws.geonames.org/
Kashgar,75.9833,39.4667,472,http://dbpedia.org/
Kashgar (China),75.9797,39.4547,472,http://data.nytimes.com/
Kashgar,75.9797,39.4547,472,http://sws.geonames.org/
kashgar,76.05,39.4667,472,http://rdf.freebase.com/
Hay-on-Wye (Wales),-3.11667,52.0667,473,http://data.nytimes.com/
hay-on-wye,-3.13,52.08,473,http://rdf.freebase.com/
Hay-on-Wye,-3.13,52.08,473,http://dbpedia.org/
Hay-on-wye,-3.12741,52.0705,473,http://sws.geonames.org/
Vilnius (Lithuania),25.3167,54.6833,474,http://data.nytimes.com/
Vilnius,25.2798,54.6892,474,http://sws.geonames.org/
vilnius,25.2833,54.6833,474,http://rdf.freebase.com/
Vilnius,25.2833,54.6833,474,http://dbpedia.org/
malibu,-118.779,34.0306,475,http://rdf.freebase.com/
"Malibu, California",,,475,http://dbpedia.org/
adelaide,138.583,-34.9333,476,http://rdf.freebase.com/
Adelaide,138.6,-34.9333,476,http://sws.geonames.org/
Adelaide (Australia),138.6,-34.9333,476,http://data.nytimes.com/
Adelaide,138.601,-34.929,476,http://dbpedia.org/
hobart,147.325,-42.8806,477,http://rdf.freebase.com/
Hobart,147.333,-42.9167,477,http://sws.geonames.org/
Hobart (Tasmania),147.333,-42.9167,477,http://data.nytimes.com/
Hobart,147.325,-42.8667,477,http://dbpedia.org/
Seaside,-86.1416,30.321,478,http://sws.geonames.org/
"Seaside, Florida",,,478,http://dbpedia.org/
seaside florida,-86.1416,30.321,478,http://rdf.freebase.com/
Seaside (Fla),-86.1416,30.321,478,http://data.nytimes.com/
Bergen,5.32428,60.3932,479,http://sws.geonames.org/
bergen,5.34,60.38,479,http://rdf.freebase.com/
Bergen (Norway),5.32428,60.3932,479,http://data.nytimes.com/
Bergen,5.33,60.3894,479,http://dbpedia.org/
New Bedford (Mass),-70.9342,41.6362,480,http://data.nytimes.com/
new bedford,-70.9347,41.6361,480,http://rdf.freebase.com/
"New Bedford, Massachusetts",,,480,http://dbpedia.org/
New Bedford,-70.9342,41.6362,480,http://sws.geonames.org/
Kitzbühel,12.3921,47.4464,481,http://sws.geonames.org/
Kitzbuhel (Austria),12.3921,47.4464,481,http://data.nytimes.com/
Kitzbuhel,,,481,http://dbpedia.org/
kitzbuhel,12.4,47.4333,481,http://rdf.freebase.com/
Manchester,-2.23743,53.4809,482,http://sws.geonames.org/
Manchester (England),-2.23743,53.4809,482,http://data.nytimes.com/
manchester united kingdom,-2.24,53.48,482,http://rdf.freebase.com/
Manchester,-2.23333,53.4667,482,http://dbpedia.org/
kirkuk,44.3922,35.4664,483,http://rdf.freebase.com/
Kirkuk,44.3167,35.4667,483,http://dbpedia.org/
Kirkuk,44.3922,35.4681,483,http://sws.geonames.org/
Kirkuk (Iraq),44.3922,35.4681,483,http://data.nytimes.com/
Mammoth Lakes (Calif),-118.972,37.6485,484,http://data.nytimes.com/
Mammoth Lakes,-118.972,37.6485,484,http://sws.geonames.org/
"Mammoth Lakes, California",,,484,http://dbpedia.org/
mammoth lakes,-118.971,37.6486,484,http://rdf.freebase.com/
Ogden,-111.974,41.223,485,http://sws.geonames.org/
"Ogden, Utah",,,485,http://dbpedia.org/
ogden,-111.973,41.2231,485,http://rdf.freebase.com/
Ogden (Utah),-111.974,41.223,485,http://data.nytimes.com/
La Paz,-68.15,-16.5,486,http://sws.geonames.org/
la paz,-68.1475,-16.4942,486,http://rdf.freebase.com/
La Paz,-68.1333,-16.5,486,http://dbpedia.org/
La Paz (Bolivia),-68.15,-16.5,486,http://data.nytimes.com/
Bethel (NY),-73.6337,41.9545,487,http://data.nytimes.com/
"Bethel, New York",,,487,http://dbpedia.org/
Bethel,-73.6337,41.9545,487,http://sws.geonames.org/
Haines (Alaska),-135.445,59.2358,488,http://data.nytimes.com/
haines,-135.447,59.2339,488,http://rdf.freebase.com/
"Haines, Alaska",,,488,http://dbpedia.org/
Haines,-135.444,59.2286,488,http://sws.geonames.org/
nelson canada,-117.283,49.5,489,http://rdf.freebase.com/
Nelson (British Columbia),-117.286,49.4999,489,http://data.nytimes.com/
